iter	Logloss
373	0.3514616332
374	0.3512485594
375	0.351069814
376	0.3509117114
377	0.3508456645
378	0.3507474111
379	0.3506509924
380	0.3504945192
381	0.3503283933
382	0.3501461233
383	0.3500121107
384	0.3498758768
385	0.3497300524
386	0.3496160136
387	0.3495462091
388	0.3493376366
389	0.3492607031
390	0.3491093555
391	0.3490333323
392	0.3488771879
393	0.3486838394
394	0.3486113248
395	0.3485373161
396	0.3483663432
397	0.3482720061
398	0.3482054968
399	0.3480867653
400	0.3479357308
401	0.3478554629
402	0.3477202303
403	0.3475934789
404	0.3475116569
405	0.3473871502
406	0.3472711476
407	0.3471757757
408	0.3469731821
409	0.3468617042
410	0.3466787334
411	0.3465432133
412	0.3464745334
413	0.3463723536
414	0.3461888485
415	0.3460611764
416	0.3458833457
417	0.3457524213
418	0.3456051222
419	0.3454988281
420	0.3453877993
421	0.3451772583
422	0.3450835087
423	0.3449956322
424	0.3449204172
425	0.344811845
426	0.3446453278
427	0.344530815
428	0.3443983795
429	0.344330316
430	0.3442074212
431	0.3439935037
432	0.3438700085
433	0.3437367104
434	0.3435393437
435	0.3434105105
436	0.343286031
437	0.3431109287
438	0.3429650097
439	0.3427895209
440	0.3426958691
441	0.3425009887
442	0.342336871
443	0.3421790705
444	0.3420011543
445	0.3418360853
446	0.3416289298
447	0.3415152595
448	0.3413960126
449	0.3413170324
450	0.3412357388
451	0.3411435606
452	0.3410482575
453	0.3409326395
454	0.3408360348
455	0.34071662
456	0.3405986642
457	0.3404762909
458	0.3403209724
459	0.3401744317
460	0.3401171173
461	0.3399571891
462	0.3398255192
463	0.3396699326
464	0.3395650393
465	0.3394546696
466	0.3393900555
467	0.3391809956
468	0.3390129726
469	0.338861721
470	0.3386836522
471	0.3385877738
472	0.3384654577
473	0.3383201511
474	0.3381914461
475	0.3380755632
476	0.3379217849
477	0.3377417261
478	0.3376491031
479	0.3374063818
480	0.3372706257
481	0.3371116005
482	0.33697057
483	0.3367882095
484	0.3366346965
485	0.3365495031
486	0.3364418614
487	0.3363124494
488	0.3362300884
489	0.336103004
490	0.3360024815
491	0.3359365023
492	0.3357963908
493	0.3357071019
494	0.3356078301
495	0.3354670658
496	0.3353408744
497	0.3352227783
498	0.3350971504
499	0.3349782487
500	0.3347670615
501	0.334708024
502	0.3345592463
503	0.3344836975
504	0.3343396446
505	0.3342733115
506	0.3342106299
507	0.3340976423
508	0.3340014093
509	0.3339024548
510	0.3337907788
511	0.3336870284
512	0.3336230061
513	0.3335194617
514	0.3333873652
515	0.3333277144
516	0.333194613
517	0.3330847822
518	0.3330169839
519	0.332866414
520	0.3327146193
521	0.3326466803
522	0.3325403083
523	0.3324478698
524	0.3323063341
525	0.3322490637
526	0.33206691
527	0.3318965271
528	0.3317232183
529	0.3316745505
530	0.3314940853
531	0.3313154406
532	0.3311887648
533	0.3310196346
534	0.3308217306
535	0.3306835874
536	0.3305597241
537	0.3303849857
538	0.3301858859
539	0.3300197902
540	0.3298577977
541	0.3297238456
542	0.3296503433
543	0.3295134021
544	0.3294008384
545	0.3292884458
546	0.3291264264
547	0.3289436307
548	0.3288067707
549	0.3286954517
550	0.3285265829
551	0.3283498151
552	0.3281583526
553	0.3280339204
554	0.327940586
555	0.3277744529
556	0.3277002197
557	0.327596501
558	0.3274918199
559	0.3273567577
560	0.3272916977
561	0.3271915799
562	0.3270452234
563	0.3269335738
564	0.3268127515
565	0.3266290362
566	0.3264708247
567	0.3264189597
568	0.3262658241
569	0.3261558629
570	0.3260484222
571	0.3259328095
572	0.3257708287
573	0.3256633879
574	0.325575953
575	0.3254187232
576	0.3252461414
577	0.3251580479
578	0.3250327376
579	0.3248790249
580	0.3247685463
581	0.3246678767
582	0.3245624202
583	0.3244669564
584	0.3243089134
585	0.3241703953
586	0.3241062734
587	0.3239992967
588	0.3238494052
589	0.3236946691
590	0.3236450346
591	0.3235451288
592	0.3234608529
593	0.3233355776
594	0.3232499135
595	0.3231413008
596	0.3229855848
597	0.3228138117
598	0.3226615597
599	0.3225218025
600	0.3223876989
601	0.3222674097
602	0.322135112
603	0.3220084253
604	0.3218790174
605	0.3217814468
606	0.3216390168
607	0.3214949674
608	0.321414165
609	0.3212885621
610	0.321193539
611	0.3210602868
612	0.3209190664
613	0.3208157987
614	0.3207172317
615	0.3205987246
616	0.3204695008
617	0.3203598038
618	0.3202715978
619	0.3201342779
620	0.3199908624
621	0.319942815
622	0.3198086578
623	0.3197109603
624	0.3196356193
625	0.3195038671
626	0.3194127554
627	0.3193112742
628	0.3191425393
629	0.3190417495
630	0.318928205
631	0.3187807409
632	0.3186984099
633	0.3185558754
634	0.3184291569
635	0.3183122958
636	0.3182222827
637	0.3181132003
638	0.3179896087
639	0.317869147
640	0.3178106945
641	0.3176428684
642	0.317510392
643	0.3174430566
644	0.3173534892
645	0.3172768516
646	0.3172008136
647	0.3171059649
648	0.3169567147
649	0.3168534941
650	0.3167108159
651	0.3165569748
652	0.3164572987
653	0.3163356092
654	0.3161663654
655	0.316058206
656	0.3159569158
657	0.3158460689
658	0.315782498
659	0.3156727768
660	0.3155519881
661	0.3154365293
662	0.3153405617
663	0.3152549597
664	0.3151374644
665	0.3150979685
666	0.3149498156
667	0.3148180344
668	0.3147635812
669	0.3146771677
670	0.3145926343
671	0.3144685842
672	0.3143573396
673	0.3142642009
674	0.3141395263
675	0.3140189156
676	0.3139261895
677	0.3138257215
678	0.3137487671
679	0.313668079
680	0.3135660259
681	0.3134828564
682	0.3133248845
683	0.3131774373
684	0.3131034601
685	0.3130089814
686	0.3129080236
687	0.3126921477
688	0.3125388542
689	0.3124749408
690	0.3123199574
691	0.3122760768
692	0.3121420977
693	0.3120866855
694	0.311984234
695	0.3119118902
696	0.3118129165
697	0.3117125684
698	0.3116145935
699	0.3114418666
700	0.311358638
701	0.3112553057
702	0.3112016046
703	0.311112208
704	0.3110228752
705	0.3108844424
706	0.3107395778
707	0.3106266684
708	0.310542667
709	0.3104589911
710	0.310401667
711	0.3103091259
712	0.3101248859
713	0.3099787678
714	0.3099482114
715	0.3098755466
716	0.3098052237
717	0.3097196442
718	0.3096154461
719	0.3095208577
720	0.3094103247
721	0.3093162051
722	0.309223725
723	0.3090559539
724	0.3089474591
725	0.308858785
726	0.3087402115
727	0.3086235466
728	0.3085197652
729	0.3083870839
730	0.3082873953
731	0.3081450941
732	0.3080235535
733	0.3079302718
734	0.3078314171
735	0.3077356436
736	0.3076454624
737	0.3075998626
738	0.3075233262
739	0.307415449
740	0.3072950514
741	0.3071572574
742	0.307067833
743	0.3068991758
744	0.3068128964
745	0.3067079525
746	0.306575021
747	0.3064953562
748	0.306445246
749	0.3063264777
750	0.3062489121
751	0.30615656
752	0.3060964127
753	0.3059549303
754	0.3058883827
755	0.3057798628
756	0.3056447291
757	0.3055322214
758	0.3054475933
759	0.3052882262
760	0.3051815988
761	0.3050556384
762	0.3049995795
763	0.3048766336
764	0.3047789007
765	0.3046376782
766	0.3045628387
767	0.3044018487
768	0.3043297023
769	0.3042185132
770	0.3041703554
771	0.3040905475
772	0.3040186619
773	0.3038968692
774	0.3038078522
775	0.3037619437
776	0.30368281
777	0.3035692525
778	0.3034658975
779	0.3033538219
780	0.3032644392
781	0.3031184939
782	0.3030025685
783	0.3029362588
784	0.3028028402
785	0.302645892
786	0.3025374326
787	0.3024208807
788	0.3023385257
789	0.3022859883
790	0.3021946055
791	0.3021078415
792	0.301997762
793	0.3018924376
794	0.3017906121
795	0.3017130403
796	0.3016241769
797	0.3014913629
798	0.3013647129
799	0.3013043075
800	0.3011550809
801	0.3010343624
802	0.3008854917
803	0.3007583464
804	0.3006730462
805	0.3005946086
806	0.3005206827
807	0.3003985164
808	0.3003085624
809	0.3002267574
810	0.30013812
811	0.3000737963
812	0.3000258412
813	0.2999340522
814	0.2998267688
815	0.29972061
816	0.2996370217
817	0.2995793323
818	0.2994800343
819	0.2994012802
820	0.2992768902
821	0.2991607962
822	0.2990853771
823	0.2989745947
824	0.2988626777
825	0.2987803095
826	0.2986632249
827	0.2985466689
828	0.2984726162
829	0.2983683198
830	0.2983169392
831	0.2982143817
832	0.2981309111
833	0.2980597539
834	0.2980058689
835	0.2978935348
836	0.2977992931
837	0.2977000027
838	0.29763285
839	0.297562533
840	0.2974747465
841	0.2973741103
842	0.2972306745
843	0.2971232785
844	0.297037131
845	0.2969140015
846	0.2967702738
847	0.2966853889
848	0.2965844301
849	0.2964685971
850	0.2963471614
851	0.296273964
852	0.2961567668
853	0.296096511
854	0.2959818173
855	0.2958674379
856	0.2957732264
857	0.2957400835
858	0.2956569901
859	0.2955632221
860	0.2954972224
861	0.2953889144
862	0.2952855203
863	0.295183448
864	0.2951483132
865	0.2950485353
866	0.2949584297
867	0.2948750967
868	0.2947953756
869	0.294684331
870	0.2945859968
871	0.2945017939
872	0.2944473997
873	0.2943226516
874	0.2941812261
875	0.2941368972
876	0.2940199545
877	0.2939395132
878	0.2938713211
879	0.2937736088
880	0.2936730849
881	0.2935660892
882	0.2934914764
883	0.2933984987
884	0.2933253144
885	0.2932424849
886	0.2931889891
887	0.2930965204
888	0.293005466
889	0.2929798243
890	0.2928929866
891	0.2928059718
892	0.2926968573
893	0.2926480274
894	0.292547079
895	0.2924703526
896	0.2923872528
897	0.2922755693
898	0.2921803267
899	0.2920650295
900	0.2919591998
901	0.2919210066
902	0.2918123363
903	0.2917359879
904	0.2916317138
905	0.2915694691
906	0.2914865098
907	0.2914057826
908	0.2913637037
909	0.291313632
910	0.2912546481
911	0.2911596904
912	0.2910661664
913	0.2910073579
914	0.2909030682
915	0.2907974681
916	0.2907468576
917	0.2906531376
918	0.2904958037
919	0.290390462
920	0.290308746
921	0.2902022222
922	0.2901041012
923	0.2899980098
924	0.2899323062
925	0.289841729
926	0.2897648028
927	0.2896501153
928	0.2895165059
929	0.2894513644
930	0.2893514101
931	0.2892477634
932	0.2891424184
933	0.289089575
934	0.2889625626
935	0.28886817
936	0.2887812651
937	0.2887099635
938	0.288633862
939	0.2885653401
940	0.2885386883
941	0.2884839185
942	0.2884196619
943	0.2882978803
944	0.2881704709
945	0.2881357526
946	0.2880087677
947	0.2878937299
948	0.2878095062
949	0.2876710597
950	0.2876419256
951	0.2875563312
952	0.2874524789
953	0.2873867559
954	0.2873064903
955	0.287204274
956	0.2870968444
957	0.2870454961
958	0.2869719482
959	0.2869465601
960	0.2868442825
961	0.2867295891
962	0.2866425629
963	0.2865160503
964	0.2863785704
965	0.2862496076
966	0.2862037522
967	0.2861085323
968	0.2860176112
969	0.2859434638
970	0.2858764171
971	0.2857540161
972	0.2856225338
973	0.2855341784
974	0.2853890262
975	0.285268016
976	0.2852237344
977	0.2850748796
978	0.2849552506
979	0.2848376281
980	0.2847552191
981	0.2846404849
982	0.2845453224
983	0.2844794148
984	0.2843586808
985	0.2842899941
986	0.284191389
987	0.2840758057
988	0.2840220657
989	0.2839622223
990	0.2838960614
991	0.2837684018
992	0.2836918004
993	0.2836283789
994	0.2835233038
995	0.2834271919
996	0.2833404525
997	0.2833078419
998	0.2832137942
999	0.2831671056
